p_key,country1,country2,country3,country4,country5,amount,transaction_date,Path,Path_length
2990219,Greece,Greece,United Kingdom,Greece,Mexico,3681.0,2019-02-28T16:09:01.000Z,Greece_United Kingdom_Greece_Mexico,4
2990220,Russia,Greece,Spain,United Kingdom,Israel,52330.0,2019-02-28T16:09:05.000Z,Russia_Greece_Spain_United Kingdom_Israel,5
2990221,Turkey,Spain,Russia,United Kingdom,Greece,5946.0,2019-02-28T16:09:07.000Z,Turkey_Spain_Russia_United Kingdom_Greece,5
2990222,Russia,Turkey,United Kingdom,Turkey,Mexico,73959.0,2019-02-28T16:09:15.000Z,Russia_Turkey_United Kingdom_Turkey_Mexico,5
2990223,Mexico,United Kingdom,Mexico,Israel,Israel,63891.0,2019-02-28T16:09:17.000Z,Mexico_United Kingdom_Mexico_Israel,4
2990224,Israel,Spain,Mexico,United Kingdom,Russia,15485.0,2019-02-28T16:09:26.000Z,Israel_Spain_Mexico_United Kingdom_Russia,5
2990225,,United Kingdom,Israel,Mexico,Russia,3576.0,2019-02-28T16:09:27.000Z,United Kingdom_Israel_Mexico_Russia,4
2990226,,Israel,,Spain,,31002.0,2019-02-28T16:09:29.000Z,Israel_Spain,2
2990227,Russia,United Kingdom,Greece,Greece,Mexico,37695.0,2019-02-28T16:09:30.000Z,Russia_United Kingdom_Greece_Mexico,4
2990228,United Kingdom,Israel,Spain,,Russia,50506.0,2019-02-28T16:09:30.000Z,United Kingdom_Israel_Spain_Russia,4
2990229,Turkey,,Turkey,Spain,,46103.0,2019-02-28T16:09:32.000Z,Turkey_Spain,2
2990230,Spain,Israel,Spain,Spain,United Kingdom,83918.0,2019-02-28T16:09:32.000Z,Spain_Israel_Spain_United Kingdom,4
2990231,,United Kingdom,Turkey,Greece,,82902.0,2019-02-28T16:09:33.000Z,United Kingdom_Turkey_Greece,3
2990232,,Spain,Mexico,Israel,,3534.0,2019-02-28T16:09:38.000Z,Spain_Mexico_Israel,3
2990233,Mexico,Israel,Spain,Spain,Greece,3598.0,2019-02-28T16:09:38.000Z,Mexico_Israel_Spain_Greece,4
2990234,,Mexico,Greece,Mexico,Greece,60412.0,2019-02-28T16:09:38.000Z,Mexico_Greece_Mexico_Greece,4
2990235,Greece,,Turkey,,Israel,8803.0,2019-02-28T16:09:40.000Z,Greece_Turkey_Israel,3
2990236,Greece,,Turkey,Israel,,64119.0,2019-02-28T16:09:41.000Z,Greece_Turkey_Israel,3
2990237,United Kingdom,,Spain,United Kingdom,Mexico,48915.0,2019-02-28T16:09:44.000Z,United Kingdom_Spain_United Kingdom_Mexico,4
2990238,Spain,Israel,Greece,Mexico,,75047.0,2019-02-28T16:09:47.000Z,Spain_Israel_Greece_Mexico,4
2990239,Turkey,Mexico,,Turkey,Turkey,3970.0,2019-02-28T16:09:51.000Z,Turkey_Mexico_Turkey,3
2990240,Mexico,Turkey,United Kingdom,Spain,Spain,34422.0,2019-02-28T16:09:53.000Z,Mexico_Turkey_United Kingdom_Spain,4
2990241,Turkey,Israel,,Russia,Mexico,50281.0,2019-02-28T16:09:55.000Z,Turkey_Israel_Russia_Mexico,4
2990242,,,,Turkey,Spain,22784.0,2019-02-28T16:09:58.000Z,Turkey_Spain,2
2990243,Greece,Mexico,Spain,Greece,,68939.0,2019-02-28T16:09:59.000Z,Greece_Mexico_Spain_Greece,4
2990244,Mexico,,Spain,Russia,Greece,73314.0,2019-02-28T16:10:02.000Z,Mexico_Spain_Russia_Greece,4
2990245,Spain,United Kingdom,,Israel,,12472.0,2019-02-28T16:10:03.000Z,Spain_United Kingdom_Israel,3
2990246,Israel,Spain,Turkey,,Mexico,76820.0,2019-02-28T16:10:03.000Z,Israel_Spain_Turkey_Mexico,4
2990247,Turkey,Greece,,Spain,United Kingdom,41432.0,2019-02-28T16:10:04.000Z,Turkey_Greece_Spain_United Kingdom,4
2990248,Mexico,Spain,Greece,Spain,,29029.0,2019-02-28T16:10:07.000Z,Mexico_Spain_Greece_Spain,4
2990249,Turkey,,Israel,Russia,United Kingdom,35650.0,2019-02-28T16:10:09.000Z,Turkey_Israel_Russia_United Kingdom,4
2990250,United Kingdom,,Mexico,,Israel,1296.0,2019-02-28T16:10:11.000Z,United Kingdom_Mexico_Israel,3
2990251,United Kingdom,Mexico,Russia,Spain,Turkey,23384.0,2019-02-28T16:10:12.000Z,United Kingdom_Mexico_Russia_Spain_Turkey,5
2990252,United Kingdom,Spain,,Russia,Turkey,52726.0,2019-02-28T16:10:13.000Z,United Kingdom_Spain_Russia_Turkey,4
2990253,,Greece,,Israel,Greece,5961.0,2019-02-28T16:10:13.000Z,Greece_Israel_Greece,3
2990254,,Israel,,United Kingdom,Israel,69027.0,2019-02-28T16:10:14.000Z,Israel_United Kingdom_Israel,3
2990255,United Kingdom,Israel,,Mexico,Mexico,74519.0,2019-02-28T16:10:16.000Z,United Kingdom_Israel_Mexico,3
2990256,Mexico,Israel,Israel,Spain,Israel,34793.0,2019-02-28T16:10:16.000Z,Mexico_Israel_Spain_Israel,4
2990257,United Kingdom,Russia,Spain,,Mexico,33965.0,2019-02-28T16:10:16.000Z,United Kingdom_Russia_Spain_Mexico,4
2990258,Greece,,United Kingdom,United Kingdom,United Kingdom,91104.0,2019-02-28T16:10:24.000Z,Greece_United Kingdom,2
2990259,Mexico,Russia,,Turkey,Turkey,36975.0,2019-02-28T16:10:25.000Z,Mexico_Russia_Turkey,3
2990260,,Greece,Spain,,Mexico,49341.0,2019-02-28T16:10:27.000Z,Greece_Spain_Mexico,3
2990261,,Mexico,United Kingdom,Mexico,Russia,20051.0,2019-02-28T16:10:27.000Z,Mexico_United Kingdom_Mexico_Russia,4
2990262,Greece,Spain,,Russia,,34876.0,2019-02-28T16:10:29.000Z,Greece_Spain_Russia,3
2990263,,Mexico,Turkey,Spain,,33167.0,2019-02-28T16:10:29.000Z,Mexico_Turkey_Spain,3
2990264,Israel,Spain,Mexico,United Kingdom,Russia,52772.0,2019-02-28T16:10:30.000Z,Israel_Spain_Mexico_United Kingdom_Russia,5
2990265,,,Greece,Spain,Mexico,22782.0,2019-02-28T16:10:31.000Z,Greece_Spain_Mexico,3
2990266,Russia,Spain,Greece,Greece,Turkey,41269.0,2019-02-28T16:10:31.000Z,Russia_Spain_Greece_Turkey,4
2990267,Mexico,United Kingdom,Turkey,Spain,Israel,12701.0,2019-02-28T16:10:33.000Z,Mexico_United Kingdom_Turkey_Spain_Israel,5
2990268,Mexico,Israel,,Turkey,United Kingdom,72211.0,2019-02-28T16:10:34.000Z,Mexico_Israel_Turkey_United Kingdom,4
2990269,Mexico,Russia,Spain,Israel,Greece,39277.0,2019-02-28T16:10:37.000Z,Mexico_Russia_Spain_Israel_Greece,5
2990270,,Mexico,Israel,United Kingdom,Turkey,78535.0,2019-02-28T16:10:41.000Z,Mexico_Israel_United Kingdom_Turkey,4
2990271,Turkey,Russia,Spain,,United Kingdom,61870.0,2019-02-28T16:10:43.000Z,Turkey_Russia_Spain_United Kingdom,4
2990272,United Kingdom,Israel,Russia,Israel,Mexico,22583.0,2019-02-28T16:10:43.000Z,United Kingdom_Israel_Russia_Israel_Mexico,5
2990273,,United Kingdom,Spain,United Kingdom,Russia,89277.0,2019-02-28T16:10:45.000Z,United Kingdom_Spain_United Kingdom_Russia,4
2990274,Russia,Israel,Spain,Turkey,,62087.0,2019-02-28T16:10:46.000Z,Russia_Israel_Spain_Turkey,4
2990275,,United Kingdom,Spain,Turkey,Mexico,94644.0,2019-02-28T16:10:46.000Z,United Kingdom_Spain_Turkey_Mexico,4
2990276,Turkey,Spain,Israel,Spain,Spain,62741.0,2019-02-28T16:10:47.000Z,Turkey_Spain_Israel_Spain,4
2990277,Spain,,Mexico,Turkey,,17028.0,2019-02-28T16:10:47.000Z,Spain_Mexico_Turkey,3
2990278,,Spain,Mexico,,Russia,71290.0,2019-02-28T16:10:49.000Z,Spain_Mexico_Russia,3
2990279,Spain,Israel,,,United Kingdom,63428.0,2019-02-28T16:10:50.000Z,Spain_Israel_United Kingdom,3
2990280,Mexico,Mexico,Mexico,Turkey,Israel,99162.0,2019-02-28T16:10:51.000Z,Mexico_Turkey_Israel,3
2990281,,,,Mexico,United Kingdom,74628.0,2019-02-28T16:10:53.000Z,Mexico_United Kingdom,2
2990282,United Kingdom,Turkey,Mexico,Russia,Greece,17013.0,2019-02-28T16:10:54.000Z,United Kingdom_Turkey_Mexico_Russia_Greece,5
2990283,,Turkey,,Israel,Spain,97096.0,2019-02-28T16:10:58.000Z,Turkey_Israel_Spain,3
2990284,Turkey,Greece,Mexico,Greece,Turkey,46894.0,2019-02-28T16:10:59.000Z,Turkey_Greece_Mexico_Greece_Turkey,5
2990285,,,Israel,Spain,Greece,49281.0,2019-02-28T16:11:03.000Z,Israel_Spain_Greece,3
2990286,Mexico,Russia,,Spain,,77718.0,2019-02-28T16:11:04.000Z,Mexico_Russia_Spain,3
2990287,,Greece,Turkey,,United Kingdom,74728.0,2019-02-28T16:11:05.000Z,Greece_Turkey_United Kingdom,3
2990288,Turkey,Mexico,Greece,,United Kingdom,81278.0,2019-02-28T16:11:05.000Z,Turkey_Mexico_Greece_United Kingdom,4
2990289,Mexico,Turkey,Greece,Russia,United Kingdom,64546.0,2019-02-28T16:11:09.000Z,Mexico_Turkey_Greece_Russia_United Kingdom,5
2990290,,Turkey,Russia,Mexico,United Kingdom,54981.0,2019-02-28T16:11:10.000Z,Turkey_Russia_Mexico_United Kingdom,4
2990291,Turkey,Greece,,Russia,United Kingdom,38620.0,2019-02-28T16:11:12.000Z,Turkey_Greece_Russia_United Kingdom,4
2990292,Israel,United Kingdom,,Israel,,42362.0,2019-02-28T16:11:14.000Z,Israel_United Kingdom_Israel,3
2990293,Mexico,Greece,United Kingdom,Israel,Turkey,9646.0,2019-02-28T16:11:15.000Z,Mexico_Greece_United Kingdom_Israel_Turkey,5
2990294,Turkey,Russia,,Turkey,Russia,83029.0,2019-02-28T16:11:16.000Z,Turkey_Russia_Turkey_Russia,4
2990295,Mexico,Mexico,,,Russia,49832.0,2019-02-28T16:11:16.000Z,Mexico_Russia,2
2990296,Mexico,,Greece,Israel,,93222.0,2019-02-28T16:11:16.000Z,Mexico_Greece_Israel,3
2990297,,Israel,United Kingdom,,Mexico,75899.0,2019-02-28T16:11:17.000Z,Israel_United Kingdom_Mexico,3
2990298,Russia,United Kingdom,Mexico,Mexico,Mexico,52395.0,2019-02-28T16:11:18.000Z,Russia_United Kingdom_Mexico,3
2990299,Mexico,Israel,Greece,Greece,,33036.0,2019-02-28T16:11:19.000Z,Mexico_Israel_Greece,3
2990300,Greece,,Russia,Turkey,Mexico,53167.0,2019-02-28T16:11:19.000Z,Greece_Russia_Turkey_Mexico,4
2990301,,,Mexico,Israel,United Kingdom,30525.0,2019-02-28T16:11:20.000Z,Mexico_Israel_United Kingdom,3
2990302,Mexico,Israel,Spain,Greece,Russia,50353.0,2019-02-28T16:11:24.000Z,Mexico_Israel_Spain_Greece_Russia,5
2990303,Greece,,Mexico,Greece,Spain,62967.0,2019-02-28T16:11:27.000Z,Greece_Mexico_Greece_Spain,4
2990304,,United Kingdom,,,Russia,20021.0,2019-02-28T16:11:27.000Z,United Kingdom_Russia,2
2990305,Mexico,Turkey,Greece,Mexico,,91790.0,2019-02-28T16:11:28.000Z,Mexico_Turkey_Greece_Mexico,4
2990306,Greece,,,,United Kingdom,38659.0,2019-02-28T16:11:36.000Z,Greece_United Kingdom,2
2990307,Russia,,United Kingdom,Spain,Mexico,52501.0,2019-02-28T16:11:37.000Z,Russia_United Kingdom_Spain_Mexico,4
2990308,Russia,,Spain,Greece,,1607.0,2019-02-28T16:11:37.000Z,Russia_Spain_Greece,3
2990309,Mexico,Mexico,Russia,,Russia,30828.0,2019-02-28T16:11:39.000Z,Mexico_Russia,2
2990310,Mexico,,,Spain,Turkey,55857.0,2019-02-28T16:11:45.000Z,Mexico_Spain_Turkey,3
2990311,Spain,Russia,United Kingdom,United Kingdom,,12909.0,2019-02-28T16:11:45.000Z,Spain_Russia_United Kingdom,3
2990312,United Kingdom,United Kingdom,,Israel,,97095.0,2019-02-28T16:11:47.000Z,United Kingdom_Israel,2
2990314,Israel,Israel,Spain,Turkey,Mexico,21455.0,2019-02-28T16:11:48.000Z,Israel_Spain_Turkey_Mexico,4
2990315,,Israel,Spain,United Kingdom,Mexico,65430.0,2019-02-28T16:11:49.000Z,Israel_Spain_United Kingdom_Mexico,4
2990316,Russia,United Kingdom,Mexico,,Turkey,26361.0,2019-02-28T16:11:58.000Z,Russia_United Kingdom_Mexico_Turkey,4
2990317,Spain,Mexico,Mexico,,Spain,22058.0,2019-02-28T16:11:59.000Z,Spain_Mexico_Spain,3
2990318,,Israel,Russia,Greece,Spain,21731.0,2019-02-28T16:12:01.000Z,Israel_Russia_Greece_Spain,4
2990319,Israel,Spain,Israel,,Spain,15414.0,2019-02-28T16:12:02.000Z,Israel_Spain_Israel_Spain,4
2990320,,Mexico,,,Russia,62715.0,2019-02-28T16:12:02.000Z,Mexico_Russia,2
2990321,,United Kingdom,,Greece,Mexico,93710.0,2019-02-28T16:12:03.000Z,United Kingdom_Greece_Mexico,3
2990322,United Kingdom,Turkey,,Mexico,United Kingdom,93517.0,2019-02-28T16:12:03.000Z,United Kingdom_Turkey_Mexico_United Kingdom,4
2990323,,Israel,Greece,United Kingdom,Mexico,88978.0,2019-02-28T16:12:08.000Z,Israel_Greece_United Kingdom_Mexico,4
2990324,Mexico,United Kingdom,Greece,Russia,Russia,47812.0,2019-02-28T16:12:10.000Z,Mexico_United Kingdom_Greece_Russia,4
2990325,United Kingdom,Turkey,Mexico,Israel,Russia,22225.0,2019-02-28T16:12:10.000Z,United Kingdom_Turkey_Mexico_Israel_Russia,5
2990326,Mexico,,Russia,Turkey,Israel,99982.0,2019-02-28T16:12:13.000Z,Mexico_Russia_Turkey_Israel,4
2990327,Turkey,,Russia,,Mexico,10620.0,2019-02-28T16:12:15.000Z,Turkey_Russia_Mexico,3
2990328,,Spain,Mexico,Israel,United Kingdom,69487.0,2019-02-28T16:12:15.000Z,Spain_Mexico_Israel_United Kingdom,4
2990329,Greece,Turkey,United Kingdom,Israel,Russia,35686.0,2019-02-28T16:12:16.000Z,Greece_Turkey_United Kingdom_Israel_Russia,5
2990330,Greece,Russia,Turkey,United Kingdom,Mexico,86545.0,2019-02-28T16:12:16.000Z,Greece_Russia_Turkey_United Kingdom_Mexico,5
2990331,United Kingdom,Israel,Spain,Russia,Turkey,91381.0,2019-02-28T16:12:17.000Z,United Kingdom_Israel_Spain_Russia_Turkey,5
2990332,Mexico,Turkey,Israel,Russia,Turkey,92644.0,2019-02-28T16:12:20.000Z,Mexico_Turkey_Israel_Russia_Turkey,5
2990333,Turkey,Russia,,,Greece,14861.0,2019-02-28T16:12:26.000Z,Turkey_Russia_Greece,3
2990334,United Kingdom,,Russia,Mexico,Spain,77445.0,2019-02-28T16:12:31.000Z,United Kingdom_Russia_Mexico_Spain,4
2990335,United Kingdom,,Israel,United Kingdom,Mexico,74672.0,2019-02-28T16:12:35.000Z,United Kingdom_Israel_United Kingdom_Mexico,4
2990336,Mexico,Russia,,,Russia,61216.0,2019-02-28T16:12:38.000Z,Mexico_Russia,2
2990337,,Greece,United Kingdom,Spain,Israel,85521.0,2019-02-28T16:12:38.000Z,Greece_United Kingdom_Spain_Israel,4
2990338,Turkey,Russia,Greece,United Kingdom,Spain,96537.0,2019-02-28T16:12:39.000Z,Turkey_Russia_Greece_United Kingdom_Spain,5
2990339,Turkey,Spain,,,,29486.0,2019-02-28T16:12:40.000Z,Turkey_Spain,2
2990340,Mexico,Turkey,,Mexico,Greece,95309.0,2019-02-28T16:12:41.000Z,Mexico_Turkey_Mexico_Greece,4
2990341,,Israel,Greece,,United Kingdom,39867.0,2019-02-28T16:12:41.000Z,Israel_Greece_United Kingdom,3
2990342,,Spain,Turkey,United Kingdom,Russia,14397.0,2019-02-28T16:12:44.000Z,Spain_Turkey_United Kingdom_Russia,4
2990344,Russia,,Greece,,Turkey,43289.0,2019-02-28T16:12:44.000Z,Russia_Greece_Turkey,3
2990345,Turkey,Mexico,,Greece,Russia,56343.0,2019-02-28T16:12:47.000Z,Turkey_Mexico_Greece_Russia,4
2990346,,Spain,Turkey,Greece,,25355.0,2019-02-28T16:12:48.000Z,Spain_Turkey_Greece,3
2990347,Turkey,Greece,Greece,United Kingdom,,30420.0,2019-02-28T16:12:52.000Z,Turkey_Greece_United Kingdom,3
2990348,Mexico,Mexico,United Kingdom,Turkey,Turkey,43216.0,2019-02-28T16:12:53.000Z,Mexico_United Kingdom_Turkey,3
2990349,Israel,,Spain,United Kingdom,,56313.0,2019-02-28T16:12:56.000Z,Israel_Spain_United Kingdom,3
2990350,Mexico,,Russia,,,55316.0,2019-02-28T16:13:01.000Z,Mexico_Russia,2
2990351,,,Russia,Turkey,Mexico,30844.0,2019-02-28T16:13:05.000Z,Russia_Turkey_Mexico,3
2990352,Mexico,,Spain,Russia,Greece,90524.0,2019-02-28T16:13:06.000Z,Mexico_Spain_Russia_Greece,4
2990353,Israel,Turkey,,,Russia,66084.0,2019-02-28T16:13:07.000Z,Israel_Turkey_Russia,3
2990354,Russia,Spain,Israel,Greece,Greece,31670.0,2019-02-28T16:13:10.000Z,Russia_Spain_Israel_Greece,4
2990355,,Greece,Turkey,,Spain,47247.0,2019-02-28T16:13:11.000Z,Greece_Turkey_Spain,3
2990356,Greece,Spain,Greece,Mexico,,7967.0,2019-02-28T16:13:15.000Z,Greece_Spain_Greece_Mexico,4
2990357,United Kingdom,Mexico,,Turkey,Spain,44245.0,2019-02-28T16:13:16.000Z,United Kingdom_Mexico_Turkey_Spain,4
2990358,Turkey,Turkey,United Kingdom,Spain,Spain,4013.0,2019-02-28T16:13:20.000Z,Turkey_United Kingdom_Spain,3
2990359,United Kingdom,Turkey,,Greece,Israel,37832.0,2019-02-28T16:13:26.000Z,United Kingdom_Turkey_Greece_Israel,4
2990360,United Kingdom,Israel,Russia,United Kingdom,United Kingdom,12533.0,2019-02-28T16:13:27.000Z,United Kingdom_Israel_Russia_United Kingdom,4
2990361,Greece,Greece,Greece,Spain,,5634.0,2019-02-28T16:13:27.000Z,Greece_Spain,2
2990362,Greece,,Mexico,Russia,,25062.0,2019-02-28T16:13:30.000Z,Greece_Mexico_Russia,3
2990363,United Kingdom,Turkey,,Russia,Turkey,32233.0,2019-02-28T16:13:31.000Z,United Kingdom_Turkey_Russia_Turkey,4
2990364,Spain,Mexico,Spain,Israel,Greece,32916.0,2019-02-28T16:13:38.000Z,Spain_Mexico_Spain_Israel_Greece,5
2990365,Turkey,United Kingdom,,Greece,Spain,67719.0,2019-02-28T16:13:38.000Z,Turkey_United Kingdom_Greece_Spain,4
2990366,Turkey,Greece,Greece,,,55771.0,2019-02-28T16:13:40.000Z,Turkey_Greece,2
2990367,Mexico,Russia,Israel,,,21432.0,2019-02-28T16:13:45.000Z,Mexico_Russia_Israel,3
2990368,United Kingdom,,Russia,Turkey,Israel,96504.0,2019-02-28T16:13:45.000Z,United Kingdom_Russia_Turkey_Israel,4
2990369,United Kingdom,Spain,Israel,Mexico,Turkey,14245.0,2019-02-28T16:13:49.000Z,United Kingdom_Spain_Israel_Mexico_Turkey,5
2990370,,Greece,Turkey,,Russia,90692.0,2019-02-28T16:13:53.000Z,Greece_Turkey_Russia,3
2990371,Russia,Spain,Mexico,Greece,Israel,3582.0,2019-02-28T16:13:53.000Z,Russia_Spain_Mexico_Greece_Israel,5
2990372,Turkey,Russia,,Russia,,52126.0,2019-02-28T16:13:54.000Z,Turkey_Russia,2
2990373,Mexico,Turkey,Turkey,,Spain,19552.0,2019-02-28T16:13:54.000Z,Mexico_Turkey_Spain,3
2990374,Mexico,Russia,Spain,Greece,Spain,42509.0,2019-02-28T16:13:58.000Z,Mexico_Russia_Spain_Greece_Spain,5
2990375,Russia,,Israel,United Kingdom,Turkey,42977.0,2019-02-28T16:13:58.000Z,Russia_Israel_United Kingdom_Turkey,4
2990376,Mexico,,United Kingdom,,United Kingdom,10593.0,2019-02-28T16:13:59.000Z,Mexico_United Kingdom,2
2990377,Turkey,Israel,Mexico,,,50236.0,2019-02-28T16:14:03.000Z,Turkey_Israel_Mexico,3
2990378,Spain,Greece,Israel,Turkey,,76639.0,2019-02-28T16:14:03.000Z,Spain_Greece_Israel_Turkey,4
2990379,Spain,,Israel,Russia,United Kingdom,1575.0,2019-02-28T16:14:05.000Z,Spain_Israel_Russia_United Kingdom,4
2990380,Turkey,Spain,Greece,Turkey,Turkey,26843.0,2019-02-28T16:14:07.000Z,Turkey_Spain_Greece_Turkey,4
2990381,Turkey,,Spain,,United Kingdom,99447.0,2019-02-28T16:14:10.000Z,Turkey_Spain_United Kingdom,3
2990382,United Kingdom,Spain,United Kingdom,Russia,,41877.0,2019-02-28T16:14:11.000Z,United Kingdom_Spain_United Kingdom_Russia,4
2990383,United Kingdom,Spain,Mexico,Mexico,Spain,16273.0,2019-02-28T16:14:11.000Z,United Kingdom_Spain_Mexico_Spain,4
2990384,,Turkey,United Kingdom,Greece,Israel,60992.0,2019-02-28T16:14:11.000Z,Turkey_United Kingdom_Greece_Israel,4
2990385,Israel,,United Kingdom,Turkey,Spain,96958.0,2019-02-28T16:14:14.000Z,Israel_United Kingdom_Turkey_Spain,4
2990386,Russia,Spain,,Russia,,65095.0,2019-02-28T16:14:17.000Z,Russia_Spain_Russia,3
2990387,Greece,,United Kingdom,Spain,Turkey,62991.0,2019-02-28T16:14:18.000Z,Greece_United Kingdom_Spain_Turkey,4
2990388,Mexico,,United Kingdom,Spain,Israel,58264.0,2019-02-28T16:14:18.000Z,Mexico_United Kingdom_Spain_Israel,4
2990389,,Spain,Mexico,Greece,Israel,50441.0,2019-02-28T16:14:23.000Z,Spain_Mexico_Greece_Israel,4
2990390,Spain,Mexico,Israel,United Kingdom,Russia,68862.0,2019-02-28T16:14:24.000Z,Spain_Mexico_Israel_United Kingdom_Russia,5
2990391,Mexico,,Turkey,United Kingdom,Russia,64295.0,2019-02-28T16:14:24.000Z,Mexico_Turkey_United Kingdom_Russia,4
2990392,Turkey,Mexico,United Kingdom,Russia,,41646.0,2019-02-28T16:14:26.000Z,Turkey_Mexico_United Kingdom_Russia,4
2990393,Spain,Greece,Mexico,Spain,Turkey,28908.0,2019-02-28T16:14:27.000Z,Spain_Greece_Mexico_Spain_Turkey,5
2990394,United Kingdom,Turkey,Russia,Israel,Russia,36399.0,2019-02-28T16:14:28.000Z,United Kingdom_Turkey_Russia_Israel_Russia,5
2990395,Russia,,Israel,Greece,Turkey,21704.0,2019-02-28T16:14:32.000Z,Russia_Israel_Greece_Turkey,4
2990396,,Mexico,Mexico,Israel,Israel,4927.0,2019-02-28T16:14:33.000Z,Mexico_Israel,2
2990397,Mexico,,Turkey,Mexico,Russia,82248.0,2019-02-28T16:14:34.000Z,Mexico_Turkey_Mexico_Russia,4
2990398,Spain,Greece,,,,27783.0,2019-02-28T16:14:34.000Z,Spain_Greece,2
2990399,Mexico,Greece,United Kingdom,United Kingdom,,12013.0,2019-02-28T16:14:36.000Z,Mexico_Greece_United Kingdom,3
2990400,United Kingdom,United Kingdom,Russia,,Mexico,95526.0,2019-02-28T16:14:40.000Z,United Kingdom_Russia_Mexico,3
2990401,Israel,Russia,,Greece,Russia,38608.0,2019-02-28T16:14:42.000Z,Israel_Russia_Greece_Russia,4
2990402,,Israel,Spain,Greece,,65162.0,2019-02-28T16:14:45.000Z,Israel_Spain_Greece,3
2990403,Turkey,,Greece,,Turkey,14580.0,2019-02-28T16:14:47.000Z,Turkey_Greece_Turkey,3
2990404,Greece,Israel,Mexico,Turkey,,46386.0,2019-02-28T16:14:49.000Z,Greece_Israel_Mexico_Turkey,4
2990405,United Kingdom,Turkey,Mexico,,Russia,45190.0,2019-02-28T16:14:50.000Z,United Kingdom_Turkey_Mexico_Russia,4
2990406,,Mexico,Turkey,Spain,Mexico,33265.0,2019-02-28T16:14:53.000Z,Mexico_Turkey_Spain_Mexico,4
2990407,,United Kingdom,United Kingdom,Turkey,Mexico,4519.0,2019-02-28T16:14:53.000Z,United Kingdom_Turkey_Mexico,3
2990408,Greece,Mexico,United Kingdom,,Greece,34033.0,2019-02-28T16:14:54.000Z,Greece_Mexico_United Kingdom_Greece,4
2990409,Mexico,United Kingdom,United Kingdom,Russia,Spain,53568.0,2019-02-28T16:14:56.000Z,Mexico_United Kingdom_Russia_Spain,4
2990410,,Turkey,Spain,Russia,,41282.0,2019-02-28T16:14:58.000Z,Turkey_Spain_Russia,3
2990411,Turkey,,Mexico,,Mexico,76445.0,2019-02-28T16:15:06.000Z,Turkey_Mexico,2
2990412,United Kingdom,Spain,,,Israel,79385.0,2019-02-28T16:15:08.000Z,United Kingdom_Spain_Israel,3
2990413,United Kingdom,Russia,Greece,Turkey,Israel,40844.0,2019-02-28T16:15:09.000Z,United Kingdom_Russia_Greece_Turkey_Israel,5
2990414,,Israel,Greece,Russia,,55758.0,2019-02-28T16:15:12.000Z,Israel_Greece_Russia,3
2990415,Turkey,Mexico,Russia,Greece,,7843.0,2019-02-28T16:15:14.000Z,Turkey_Mexico_Russia_Greece,4
2990416,Russia,,Mexico,Israel,Greece,75604.0,2019-02-28T16:15:15.000Z,Russia_Mexico_Israel_Greece,4
2990417,,Israel,United Kingdom,Turkey,,98712.0,2019-02-28T16:15:15.000Z,Israel_United Kingdom_Turkey,3
2990418,,,Greece,Russia,Israel,26643.0,2019-02-28T16:15:16.000Z,Greece_Russia_Israel,3
2990419,,Israel,Spain,Mexico,Greece,35667.0,2019-02-28T16:15:21.000Z,Israel_Spain_Mexico_Greece,4
2990420,Greece,,Russia,Greece,Mexico,80938.0,2019-02-28T16:15:21.000Z,Greece_Russia_Greece_Mexico,4
2990421,Russia,Israel,Israel,Israel,Greece,44356.0,2019-02-28T16:15:26.000Z,Russia_Israel_Greece,3
2990422,Spain,Israel,United Kingdom,,Mexico,46269.0,2019-02-28T16:15:26.000Z,Spain_Israel_United Kingdom_Mexico,4
2990423,Israel,Russia,Russia,Israel,Israel,56176.0,2019-02-28T16:15:28.000Z,Israel_Russia_Israel,3
2990424,Turkey,Spain,Russia,Israel,Mexico,61692.0,2019-02-28T16:15:29.000Z,Turkey_Spain_Russia_Israel_Mexico,5
2990425,Israel,United Kingdom,Turkey,Turkey,Turkey,67608.0,2019-02-28T16:15:30.000Z,Israel_United Kingdom_Turkey,3
2990426,United Kingdom,Israel,Israel,Greece,United Kingdom,28657.0,2019-02-28T16:15:31.000Z,United Kingdom_Israel_Greece_United Kingdom,4
2990427,United Kingdom,Spain,,Israel,Turkey,36452.0,2019-02-28T16:15:31.000Z,United Kingdom_Spain_Israel_Turkey,4
2990428,Spain,Russia,Russia,Turkey,Spain,42951.0,2019-02-28T16:15:31.000Z,Spain_Russia_Turkey_Spain,4
2990429,,Mexico,Russia,Spain,Greece,38421.0,2019-02-28T16:15:32.000Z,Mexico_Russia_Spain_Greece,4
2990430,Spain,,Mexico,Israel,United Kingdom,66254.0,2019-02-28T16:15:33.000Z,Spain_Mexico_Israel_United Kingdom,4
2990431,Russia,Russia,Mexico,Spain,Mexico,16573.0,2019-02-28T16:15:35.000Z,Russia_Mexico_Spain_Mexico,4
